"isqno","war","name","locn","campgn","postype","post1","post2","front","depth","time","aeroa","surpa","cea","leada","trnga","morala","logsa","momnta","intela","techa","inita","wina","kmda","crit","quala","resa","mobila","aira","fprepa","wxa","terra","leadaa","plana","surpaa","mana","logsaa","fortsa","deepa","is_hero","war2","war3","war4","war4_theater","dbpedia","cow_warno","cow_warname","war_initiator","parent"
324,"WORLD WAR I","CAPORETTO (TWELFTH ISONZO)","AUSTRIA AND ITALY","ISONZO FRONT 1917",0,"FD",,0,0,0,0,1,2,1,0,1,0,0,0,0,1,1,130.2,1,1,0,0,0,0,1,,1,1,1,1,0,,0,1,"WORLD WAR I (ITALIAN FRONT 1917)","WORLD WAR I","World War I of 1914-1918","Italian Front","http://dbpedia.org/resource/Twelfth_Battle_of_the_Isonzo",106,"World War I of 1914-1918",1,
325,"WORLD WAR I (TURKISH FRONTS 1917)","TIGRIS CROSSING","MESOPOTAMIA","MESOPOTAMIA 1917",0,"PD",,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,8.1,1,1,1,1,1,1,0,0,1,1,0,1,0,,0,1,"WORLD WAR I (TURKISH FRONTS 1917)","WORLD WAR I","World War I of 1914-1918","Middle East","http://dbpedia.org/resource/Second_Battle_of_Kut",106,"World War I of 1914-1918",0,
326,"WORLD WAR I (TURKISH FRONTS 1917)","GAZA I","PALESTINE","PALESTINE 1917",0,"PD",,0,0,0,1,0,0,0,0,0,0,1,0,0,1,,0,1,0,0,0,1,,0,0,0,,0,0,0,,0,1,"WORLD WAR I (TURKISH FRONTS 1917)","WORLD WAR I","World War I of 1914-1918","Middle East","http://dbpedia.org/resource/First_Battle_of_Gaza",106,"World War I of 1914-1918",0,
327,"WORLD WAR I (TURKISH FRONTS 1917)","GAZA II","PALESTINE","PALESTINE 1917",0,"FD",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,1,,0,0,,,0,0,0,,0,1,"WORLD WAR I (TURKISH FRONTS 1917)","WORLD WAR I","World War I of 1914-1918","Middle East","http://dbpedia.org/resource/Second_Battle_of_Gaza",106,"World War I of 1914-1918",0,
328,"WORLD WAR I (TURKISH FRONTS 1917)","GAZA III","PALESTINE","PALESTINE 1917",0,"FD",,0,0,0,1,2,1,1,0,0,0,0,0,0,1,1,12,1,0,0,1,1,0,0,,1,1,2,2,0,,0,1,"WORLD WAR I (TURKISH FRONTS 1917)","WORLD WAR I","World War I of 1914-1918","Middle East","http://dbpedia.org/resource/Third_Battle_of_Gaza",106,"World War I of 1914-1918",0,
329,"WORLD WAR I (TURKISH FRONTS 1917)","JUNCTION STATION","PALESTINE","PALESTINE 1917",0,"PD",,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,40,1,1,1,0,1,1,0,0,2,1,0,0,0,,0,1,"WORLD WAR I (TURKISH FRONTS 1917)","WORLD WAR I","World War I of 1914-1918","Middle East","http://dbpedia.org/resource/Battle_of_Jerusalem_(1917)",106,"World War I of 1914-1918",0,
330,"WORLD WAR I (WESTERN FRONT 1918)","SECOND SOMME-PHASE I (SOMME-PERONNE)","FRANCE","GERMAN SPRING OFFENSIVES",0,"FD",,0,0,0,,2,1,0,0,0,,0,0,0,1,1,48.6,1,1,,1,,0,1,0,1,1,1,1,0,,0,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front",,106,"World War I of 1914-1918",1,
331,"WORLD WAR I (WESTERN FRONT 1918)","SECOND SOMME-PHASE II (SOMME-MONTDIDIER)","FRANCE","GERMAN SPRING OFFENSIVES",2,"FD","PD",0,0,0,,0,1,0,0,0,,1,0,0,1,0,28,2,1,,0,,0,0,0,0,0,0,0,0,,0,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front",,106,"World War I of 1914-1918",1,
332,"WORLD WAR I (WESTERN FRONT 1918)","LYS","FRANCE","GERMAN SPRING OFFENSIVES",0,"FD",,0,0,0,,1,1,0,0,0,,1,0,0,1,1,22,1,1,0,1,,0,0,0,0,1,1,1,0,,0,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front","http://dbpedia.org/resource/Battle_of_the_Lys_(1918)",106,"World War I of 1914-1918",1,
333,"WORLD WAR I (WESTERN FRONT 1918)","YVONNE & ODETTE POSITIONS (SECTOR TOULON)","FRANCE","VERDUN SECTOR",0,"FD",,0,0,0,0,2,1,1,1,0,0,0,1,0,1,1,0,2,1,0,0,0,1,0,0,0,1,1,0,0,,0,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front",,106,"World War I of 1914-1918",1,
334,"WORLD WAR I (WESTERN FRONT 1918)","CHEMIN-DES-DAMES","FRANCE","GERMAN SPRING OFFENSIVES",0,"FD",,0,0,0,,2,0,,0,0,0,0,,0,1,,48,1,1,,0,,0,0,0,,0,0,0,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front","http://dbpedia.org/resource/Third_Battle_of_the_Aisne",106,"World War I of 1914-1918",1,
335,"WORLD WAR I (WESTERN FRONT 1918)","CANTIGNY","FRANCE","GERMAN SPRING OFFENSIVES",0,"FD",,0,0,0,,2,0,0,,1,0,0,0,0,0,1,1.6,1,0,0,0,,1,0,0,0,1,2,1,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front","http://dbpedia.org/resource/Third_Battle_of_the_Aisne",106,"World War I of 1914-1918",0,
336,"WORLD WAR I (WESTERN FRONT 1918)","BELLEAU WOOD","FRANCE","BELLEAU WOOD",2,"HD","PD",0,0,0,0,0,,,,1,0,0,0,0,0,0,0.5,2,0,0,0,0,0,0,,0,0,0,0,0,,0,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front","http://dbpedia.org/resource/Battle_of_Belleau_Wood",106,"World War I of 1914-1918",0,
337,"WORLD WAR I (WESTERN FRONT 1918)","HILL 142","FRANCE","BELLEAU WOOD",0,"PD",,0,0,0,0,0,0,0,,1,0,0,0,0,1,1,0.9,1,2,0,0,0,0,0,,0,0,0,0,0,,0,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front","http://dbpedia.org/resource/Battle_of_Belleau_Wood",106,"World War I of 1914-1918",0,
338,"WORLD WAR I (WESTERN FRONT 1918)","WEST WOOD I","FRANCE","BELLEAU WOOD",0,"PD",,0,0,0,0,0,0,,,1,0,0,0,0,0,,0,1,0,0,0,0,0,0,,0,,0,0,0,,0,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front","http://dbpedia.org/resource/Battle_of_Belleau_Wood",106,"World War I of 1914-1918",0,
339,"WORLD WAR I (WESTERN FRONT 1918)","BOURESCHES I","FRANCE","BELLEAU WOOD",0,"PD",,0,0,0,0,0,,,,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,,0,,0,0,0,,0,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front","http://dbpedia.org/resource/Battle_of_Belleau_Wood",106,"World War I of 1914-1918",0,
340,"WORLD WAR I (WESTERN FRONT 1918)","HILL 192","FRANCE","BELLEAU WOOD",0,"PD",,0,0,0,0,0,,,,1,0,0,0,0,,,0.8,1,0,,0,0,,0,,0,,0,0,0,,0,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front","http://dbpedia.org/resource/Battle_of_Belleau_Wood",106,"World War I of 1914-1918",0,
341,"WORLD WAR I (WESTERN FRONT 1918)","WEST WOOD II","FRANCE","BELLEAU WOOD",0,"PD",,0,0,0,0,0,0,,,1,0,0,0,0,1,1,1.6,2,0,0,0,0,0,0,,0,0,0,1,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front","http://dbpedia.org/resource/Battle_of_Belleau_Wood",106,"World War I of 1914-1918",0,
342,"WORLD WAR I (WESTERN FRONT 1918)","NORTH WOOD I (HUNTING LODGE)","FRANCE","BELLEAU WOOD",0,"PD",,0,0,0,0,0,0,,,1,0,0,0,0,1,1,0.8,2,2,0,0,0,0,0,,0,0,0,0,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front","http://dbpedia.org/resource/Battle_of_Belleau_Wood",106,"World War I of 1914-1918",0,
343,"WORLD WAR I (WESTERN FRONT 1918)","BOURESCHES II","FRANCE","BELLEAU WOOD",0,"PD",,0,0,0,1,1,0,0,1,,0,0,0,0,1,,0,1,0,0,0,0,0,0,,0,0,0,0,0,,0,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front","http://dbpedia.org/resource/Battle_of_Belleau_Wood",106,"World War I of 1914-1918",1,
344,"WORLD WAR I (WESTERN FRONT 1918)","NORTH WOOD II","FRANCE","BELLEAU WOOD",0,"FD",,0,0,0,,0,0,0,,1,0,0,0,0,0,,0,1,,0,0,0,0,0,,0,0,0,0,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front","http://dbpedia.org/resource/Battle_of_Belleau_Wood",106,"World War I of 1914-1918",0,
345,"WORLD WAR I (WESTERN FRONT 1918)","NORTH WOOD III","FRANCE","BELLEAU WOOD",0,"FD",,0,0,0,,0,0,0,,1,0,0,0,0,1,,0,1,,0,0,0,,0,,0,0,0,0,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front","http://dbpedia.org/resource/Battle_of_Belleau_Wood",106,"World War I of 1914-1918",0,
346,"WORLD WAR I (WESTERN FRONT 1918)","NORTH WOOD IV (FINAL ASSAULT)","FRANCE","BELLEAU WOOD",0,"FD",,0,0,0,,0,0,0,,1,0,0,0,0,1,1,0.7,1,0,0,0,0,0,0,,0,0,0,0,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front","http://dbpedia.org/resource/Battle_of_Belleau_Wood",106,"World War I of 1914-1918",0,
347,"WORLD WAR I (WESTERN FRONT 1918)","VAUX","FRANCE","BELLEAU WOOD",0,"FD",,0,0,0,1,0,0,0,,1,0,0,0,0,1,1,1.5,1,0,0,0,0,0,0,0,0,1,0,0,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front","http://dbpedia.org/resource/Battle_of_Belleau_Wood",106,"World War I of 1914-1918",0,
348,"WORLD WAR I (WESTERN FRONT 1918)","LA ROCHE WOOD EAST","FRANCE","BELLEAU WOOD",0,"FD",,0,0,0,1,0,0,0,,1,0,0,0,0,1,1,1.5,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front","http://dbpedia.org/resource/Battle_of_Belleau_Wood",106,"World War I of 1914-1918",0,347
349,"WORLD WAR I (WESTERN FRONT 1918)","LA ROCHE WOOD WEST","FRANCE","BELLEAU WOOD",0,"FD",,0,0,0,1,0,0,0,,1,0,0,0,0,1,1,1.5,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front","http://dbpedia.org/resource/Battle_of_Belleau_Wood",106,"World War I of 1914-1918",0,347
350,"WORLD WAR I (WESTERN FRONT 1918)","NOYON-MONTDIDIER","FRANCE","BELLEAU WOOD",0,"FD",,0,0,0,,0,0,0,0,0,0,1,0,0,1,,11.5,1,0,,0,0,,0,0,0,0,0,0,0,,0,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front","http://dbpedia.org/resource/Battle_of_Belleau_Wood",106,"World War I of 1914-1918",1,
351,"WORLD WAR I (WESTERN FRONT 1918)","CHAMPAGNE-MARNE","FRANCE","GERMAN SPRING OFFENSIVES",0,"FD",,0,0,0,1,0,0,0,0,0,0,1,0,0,1,,8.1,1,0,,0,0,,0,0,0,,0,0,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front",,106,"World War I of 1914-1918",1,
352,"WORLD WAR I (WESTERN FRONT 1918)","AISNE-MARNE I","FRANCE","AISNE-MARNE",0,"FD",,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,11,1,0,1,1,0,0,0,0,0,1,1,0,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front",,106,"World War I of 1914-1918",0,
353,"WORLD WAR I (WESTERN FRONT 1918)","MISSY AUX BOIS RAVINE","FRANCE","SOISSONS",0,"FD",,0,0,0,1,2,0,0,0,1,0,0,0,0,1,1,4.5,1,0,1,0,1,0,0,0,0,1,1,0,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front",,106,"World War I of 1914-1918",0,
354,"WORLD WAR I (WESTERN FRONT 1918)","BREUIL","FRANCE","SOISSONS",0,"FD",,0,0,0,1,2,0,0,0,1,0,0,0,0,1,1,4.4,1,0,1,0,1,0,0,0,0,1,1,0,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front",,106,"World War I of 1914-1918",0,
355,"WORLD WAR I (WESTERN FRONT 1918)","ST. AMAND FARM","FRANCE","SOISSONS",0,"FD",,0,0,0,1,2,0,0,0,1,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,1,1,1,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front",,106,"World War I of 1914-1918",0,
356,"WORLD WAR I (WESTERN FRONT 1918)","BEAUREPAIRE FARM","FRANCE","SOISSONS",0,"FD",,0,0,0,1,2,0,0,0,1,0,1,0,0,1,1,2.3,1,0,1,0,0,1,0,0,0,0,1,1,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front",,106,"World War I of 1914-1918",0,
357,"WORLD WAR I (WESTERN FRONT 1918)","CRAVANCON FERME-CHAUDUN","FRANCE","SOISSONS",0,"FD",,0,0,0,1,2,0,0,0,1,0,0,0,0,1,1,6,1,0,1,0,1,1,0,0,0,1,1,0,0,0,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front",,106,"World War I of 1914-1918",0,
358,"WORLD WAR I (WESTERN FRONT 1918)","CHAUDUN","FRANCE","SOISSONS",0,"FD",,0,0,0,1,1,0,0,,1,0,0,0,0,1,1,3.5,1,0,1,0,0,0,0,0,0,1,1,0,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front",,106,"World War I of 1914-1918",0,
359,"WORLD WAR I (WESTERN FRONT 1918)","AISNE-MARNE II","FRANCE","AISNE-MARNE",1,"FD","DL",0,0,1,1,0,0,0,0,2,0,1,0,0,1,1,26,2,0,1,1,1,0,0,0,0,1,0,0,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front",,106,"World War I of 1914-1918",0,
360,"WORLD WAR I (WESTERN FRONT 1918)","BERZY LE SEC","FRANCE","AISNE-MARNE II",0,"FD",,0,0,0,1,0,0,0,0,2,0,1,0,0,1,1,3.5,1,0,1,1,1,1,0,0,0,0,0,1,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front",,106,"World War I of 1914-1918",0,359
361,"WORLD WAR I (WESTERN FRONT 1918)","BUZANCY RIDGE","FRANCE","AISNE-MARNE II",0,"FD",,0,0,0,1,0,0,0,0,2,0,1,0,0,1,1,1.5,1,0,1,1,1,2,0,0,0,0,0,1,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front",,106,"World War I of 1914-1918",0,359
362,"WORLD WAR I (WESTERN FRONT 1918)","PICARDY 1918, I","FRANCE","AMIENS OFFENSIVE",0,"FD",,0,0,0,1,2,0,0,0,2,0,1,1,1,1,1,18,1,1,1,1,1,0,0,0,0,1,1,0,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front",,106,"World War I of 1914-1918",0,
363,"WORLD WAR I (WESTERN FRONT 1918)","PICARDY 1918, II","FRANCE","AMIENS OFFENSIVE",0,"FD",,0,0,0,1,0,0,0,0,2,0,1,0,1,1,1,61.5,1,1,1,1,1,0,0,0,0,1,0,0,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front",,106,"World War I of 1914-1918",0,
364,"WORLD WAR I (WESTERN FRONT 1918)","ST. MIHIEL","FRANCE","ST. MIHIEL",1,"FD","DL",1,0,1,1,0,0,0,,1,0,0,0,0,1,1,22.5,1,0,1,1,1,1,0,0,0,1,0,0,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front",,106,"World War I of 1914-1918",0,
365,"WORLD WAR I (WESTERN FRONT 1918)","LAHAYVILLE-BOIS DE LAMARCHE","FRANCE","ST. MIHIEL",2,"FD","DL",0,0,0,1,1,0,0,,1,0,0,0,0,1,1,8.5,1,0,1,1,1,1,0,0,0,1,1,1,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front",,106,"World War I of 1914-1918",0,364
366,"WORLD WAR I (WESTERN FRONT 1918)","MEUSE-ARGONNE I","FRANCE","MEUSE-ARGONNE",0,"FD",,0,0,0,1,1,0,0,,1,0,0,0,0,1,1,15.2,1,,1,1,1,0,0,,0,0,1,0,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front",,106,"World War I of 1914-1918",0,
367,"WORLD WAR I (WESTERN FRONT 1918)","BLANC MONT I","FRANCE","MEUSE-ARGONNE (CHAMPAGNE)",0,"FD",,0,0,0,1,0,0,0,,1,0,0,0,0,1,1,5.2,2,0,1,1,1,0,0,0,0,1,0,0,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front",,106,"World War I of 1914-1918",0,
368,"WORLD WAR I (WESTERN FRONT 1918)","MEDEAH FARM","FRANCE","MEUSE-ARGONNE (CHAMPAGNE)",0,"FD",,0,0,0,1,0,0,0,,1,0,0,0,0,1,1,3.1,1,0,1,1,1,1,0,0,0,0,0,1,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front",,106,"World War I of 1914-1918",0,367
369,"WORLD WAR I (WESTERN FRONT 1918)","ESSEN HOOK","FRANCE","MEUSE-ARGONNE (CHAMPAGNE)",0,"FD",,0,0,0,1,2,0,0,,1,0,0,0,0,1,1,0.1,1,0,0,0,0,1,0,0,0,0,1,0,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front",,106,"World War I of 1914-1918",0,367
370,"WORLD WAR I (WESTERN FRONT 1918)","BLANC MONT RIDGE","FRANCE","MEUSE-ARGONNE (CHAMPAGNE)",0,"FD",,0,0,0,1,2,0,0,,1,0,0,0,0,1,1,3,1,0,1,0,0,1,0,0,0,0,1,1,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front",,106,"World War I of 1914-1918",0,367
371,"WORLD WAR I (WESTERN FRONT 1918)","SOMMEPY WOOD","FRANCE","MEUSE-ARGONNE (CHAMPAGNE)",0,"FD",,0,0,0,1,2,0,0,,1,0,0,0,0,1,1,3,1,0,1,1,1,1,0,,0,1,1,1,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front",,106,"World War I of 1914-1918",0,367
372,"WORLD WAR I (WESTERN FRONT 1918)","BLANC MONT II","FRANCE","MEUSE-ARGONNE (CHAMPAGNE)",0,"FD",,0,0,0,1,0,0,0,,1,0,0,0,0,1,0,0.3,2,,1,1,1,0,0,0,0,0,0,0,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front",,106,"World War I of 1914-1918",0,
373,"WORLD WAR I (WESTERN FRONT 1918)","MEUSE-ARGONNE II","FRANCE","MEUSE-ARGONNE PHASE II",0,"FD",,0,0,0,1,0,0,0,,2,0,0,0,0,1,1,16.8,2,0,1,1,1,0,0,,0,0,0,0,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front",,106,"World War I of 1914-1918",0,
374,"WORLD WAR I (WESTERN FRONT 1918)","EXERMONT-MONTREFAGNE","FRANCE","MEUSE-ARGONNE PHASE II",0,"FD",,0,0,0,1,0,0,0,,2,0,0,0,0,1,0,2.1,2,,1,1,0,0,0,,0,0,0,0,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front",,106,"World War I of 1914-1918",0,373
375,"WORLD WAR I (WESTERN FRONT 1918)","MAYACHE RAVINE","FRANCE","MEUSE-ARGONNE PHASE II",0,"FD",,0,0,0,1,0,0,0,,2,0,0,0,0,1,0,1.3,2,,0,1,0,0,0,,0,0,0,0,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front",,106,"World War I of 1914-1918",0,373
376,"WORLD WAR I (WESTERN FRONT 1918)","LA NEUVILLE LE COMTE FERME","FRANCE","MEUSE-ARGONNE PHASE II",0,"FD",,0,0,0,1,0,0,0,,2,0,0,0,0,1,1,1.6,2,,0,1,0,0,0,,0,0,0,0,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front",,106,"World War I of 1914-1918",0,373
377,"WORLD WAR I (WESTERN FRONT 1918)","FERME DES GRANGES-FLEVILLE","FRANCE","MEUSE-ARGONNE PHASE II",0,"FD",,0,0,0,1,0,0,0,,2,0,0,0,0,1,1,4,1,,1,1,0,0,0,,0,0,0,0,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front",,106,"World War I of 1914-1918",0,373
378,"WORLD WAR I (WESTERN FRONT 1918)","HILL 212","FRANCE","MEUSE-ARGONNE PHASE II",0,"FD",,0,0,0,1,0,0,0,,2,0,0,0,0,1,1,2.5,2,,1,1,0,0,0,,0,0,0,0,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front",,106,"World War I of 1914-1918",0,373
379,"WORLD WAR I (WESTERN FRONT 1918)","BOIS DE BOYON-MONTREFAGNE","FRANCE","MEUSE-ARGONNE PHASE II",0,"FD",,0,0,0,1,0,0,0,,2,0,0,0,0,1,1,1.3,2,,1,1,0,0,0,,0,0,0,0,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front",,106,"World War I of 1914-1918",0,373
380,"WORLD WAR I (WESTERN FRONT 1918)","HILL 272","FRANCE","MEUSE-ARGONNE PHASE II",0,"FD",,0,0,0,1,0,0,0,,2,0,0,0,0,1,1,0.8,1,,1,1,0,0,0,,0,0,0,0,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front",,106,"World War I of 1914-1918",0,373
381,"WORLD WAR I (WESTERN FRONT 1918)","MEUSE-ARGONNE III","FRANCE","MEUSE-ARGONNE PHASE III",2,"PD","DL",0,0,0,1,0,0,0,,2,0,0,0,0,1,1,16.5,1,,1,1,1,0,0,,0,0,0,0,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front",,106,"World War I of 1914-1918",0,
382,"WORLD WAR I (WESTERN FRONT 1918)","REMILLY-AILLICOURT","FRANCE","MEUSE-ARGONNE PHASE III",2,"PD","DL",0,0,0,1,0,0,0,,2,0,1,0,0,1,1,1,1,,1,1,0,1,,,0,0,0,0,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front",,106,"World War I of 1914-1918",0,381
383,"WORLD WAR I (WESTERN FRONT 1918)","HILL 252-PONT MAUGIS","FRANCE","MEUSE-ARGONNE PHASE III",2,"PD","DL",0,0,0,1,0,0,0,,2,0,1,0,0,1,1,2.9,1,,1,1,0,0,,,0,0,0,0,0,,,1,"WORLD WAR I (WESTERN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Western Front",,106,"World War I of 1914-1918",0,381
384,"WORLD WAR I","THE PIAVE","AUSTRIA","ITALIAN FRONT 1918",0,"FD",,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,1,0,,0,,0,,,0,0,0,0,0,,0,1,"WORLD WAR I (ITALIAN FRONT 1918)","WORLD WAR I","World War I of 1914-1918","Italian Front","http://dbpedia.org/resource/Battle_of_the_Piave_River",106,"World War I of 1914-1918",1,
385,"WORLD WAR I","MEGIDDO","PALESTINE","PALESTINE 1918",0,"FD",,0,0,0,1,2,1,1,1,1,0,0,0,0,1,1,70,1,1,1,1,1,0,0,0,1,1,2,2,0,,0,1,"WORLD WAR I (TURKISH FRONTS 1918)","WORLD WAR I","World War I of 1914-1918","Middle East","http://dbpedia.org/resource/Battle_of_Megiddo_(1918)",106,"World War I of 1914-1918",0,
386,"WORLD WAR II (NORTH AFRICA 1942-1943)","ALAM HALFA","EGYPT","NORTH AFRICA 1942",1,"PD","FD",1,1,0,,0,0,0,0,0,,0,0,0,1,,12,1,0,,0,,,0,,0,,0,0,,,,1,"WORLD WAR II (NORTH AFRICA 1942-1943)","WORLD WAR II","World War II of 1939-194","North Africa",,139,"World War II of 1939-1945",1,
387,"WORLD WAR II (NORTH AFRICA 1942-1943)","EL ALAMEIN II","EGYPT","NORTH AFRICA 1942",0,"FD",,0,0,0,1,2,0,0,0,0,1,0,1,0,1,1,26,1,0,1,0,1,0,0,0,0,1,1,1,1,,,1,"WORLD WAR II (NORTH AFRICA 1942-1943)","WORLD WAR II","World War II of 1939-1945","North Africa",,139,"World War II of 1939-1945",0,
388,"WORLD WAR II (NORTH AFRICA 1942-1943)","OPERATION LIGHTFOOT","EGYPT","NORTH AFRICA 1942",0,"FD",,0,0,0,1,2,0,0,0,0,1,0,1,0,1,1,6,2,0,1,0,1,0,0,0,0,1,1,1,1,,,1,"WORLD WAR II (NORTH AFRICA 1942-1943)","WORLD WAR II","World War II of 1939-1945","North Africa",,139,"World War II of 1939-1945",0,387
389,"WORLD WAR II (NORTH AFRICA 1942-1943)","ALAMEIN BRIDGEHEAD EXPANSION","EGYPT","NORTH AFRICA 1942",0,"FD",,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,7,2,0,1,0,1,0,0,0,0,0,0,0,1,,,1,"WORLD WAR II (NORTH AFRICA 1942-1943)","WORLD WAR II","World War II of 1939-1945","North Africa",,139,"World War II of 1939-1945",0,387
390,"WORLD WAR II (NORTH AFRICA 1942-1943)","OPERATION SUPERCHARGE","EGYPT","NORTH AFRICA 1942",0,"FD",,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,15,1,0,1,0,1,0,0,0,0,0,0,1,1,,0,1,"WORLD WAR II (NORTH AFRICA 1942-1943)","WORLD WAR II","World War II of 1939-1945","North Africa",,139,"World War II of 1939-1945",0,387
