"isqno","datetime_min","datetime_max","datetime","duration1","duration2"
578,"1973-10-18T05:45:00","1973-10-18T19:00:00","1973-10-18T12:22:30",1,0.6625
579,"1973-10-19T06:00:00","1973-10-22T18:30:00","1973-10-21T00:15:00",4,2.5
580,"1973-10-19T06:30:00","1973-10-21T17:00:00","1973-10-20T11:45:00",2.97916666666667,1.7
581,"1973-10-22T05:00:00","1973-10-22T18:50:00","1973-10-22T11:55:00",1,0.691666666666667
582,"1973-10-23T06:30:00","1973-10-24T19:30:00","1973-10-24T01:00:00",1.95138888888889,1.35833333333333
583,"1973-10-23T15:00:00","1973-10-25T02:30:00","1973-10-24T08:45:00",1.59722222222222,1.28333333333333
584,"1973-10-23T00:00:00","1973-10-25T00:00:00","1973-10-24T00:00:00",2,1.2
585,"1973-10-06T00:00:00","1973-10-08T00:00:00","1973-10-07T00:00:00",2,1.2
586,"1973-10-06T14:05:00","1973-10-08T01:00:00","1973-10-07T07:32:30",2.32986111111111,1.14583333333333
587,"1973-10-06T14:05:00","1973-10-07T14:00:00","1973-10-07T02:02:30",1,1
588,"1973-10-07T00:00:00","1973-10-09T00:00:00","1973-10-08T00:00:00",2,1.2
589,"1973-10-07T13:15:00","1973-10-08T18:00:00","1973-10-08T03:37:30",1.69791666666667,0.8625
590,"1973-10-08T00:00:00","1973-10-11T00:00:00","1973-10-09T12:00:00",2,2
591,"1973-10-08T06:00:00","1973-10-10T12:00:00","1973-10-09T09:00:00",3,1.55
592,"1973-10-08T00:00:00","1973-10-10T00:00:00","1973-10-09T00:00:00",2,1.2
593,"1973-10-08T00:00:00","1973-10-09T00:00:00","1973-10-08T12:00:00",2,0.6
594,"1973-10-11T11:00:00","1973-10-13T21:00:00","1973-10-12T16:00:00",3.22916666666667,0.775
595,"1973-10-11T00:00:00","1973-10-13T00:00:00","1973-10-12T00:00:00",2,1.2
596,"1973-10-13T03:00:00","1973-10-13T03:30:00","1973-10-13T03:15:00",1,0.025
597,"1973-10-15T16:00:00","1973-10-15T19:00:00","1973-10-15T17:30:00",1,0.15
598,"1973-10-16T05:00:00","1973-10-16T10:30:00","1973-10-16T07:45:00",1.20833333333333,0.225
599,"1973-10-19T06:00:00","1973-10-19T17:00:00","1973-10-19T11:30:00",1,0.55
600,"1973-10-21T14:00:00","1973-10-21T16:00:00","1973-10-21T15:00:00",1,0.1
601,"1973-10-22T00:00:00","1973-10-23T00:00:00","1973-10-22T12:00:00",2,0.6
602,"1943-02-14T00:00:00","1943-02-15T00:00:00","1943-02-14T12:00:00",2,0.6
603,"1943-02-15T00:00:00","1943-02-16T00:00:00","1943-02-15T12:00:00",2,0.6
604,"1943-02-19T00:00:00","1943-02-21T00:00:00","1943-02-20T00:00:00",2,1.2
605,"1944-01-20T00:00:00","1944-01-21T00:00:00","1944-01-20T12:00:00",2,0.6
606,"1944-01-21T00:00:00","1944-01-22T00:00:00","1944-01-21T12:00:00",2,0.6
607,"1944-01-20T00:00:00","1944-01-21T00:00:00","1944-01-20T12:00:00",2,0.6
608,"1944-01-21T00:00:00","1944-01-22T00:00:00","1944-01-21T12:00:00",2,0.6
609,"1944-02-16T00:00:00","1944-02-20T00:00:00","1944-02-18T00:00:00",2,2
610,"1944-02-16T00:00:00","1944-02-18T00:00:00","1944-02-17T00:00:00",2,1.2
611,"1944-02-16T00:00:00","1944-02-20T00:00:00","1944-02-18T00:00:00",2,2
612,"1944-08-07T00:00:00","1944-08-08T00:00:00","1944-08-07T12:00:00",2,0.6
613,"1944-08-07T00:00:00","1944-08-08T00:00:00","1944-08-07T12:00:00",2,0.6
614,"1944-11-02T00:00:00","1944-11-06T00:00:00","1944-11-04T00:00:00",2,2
615,"1944-11-02T00:00:00","1944-11-04T00:00:00","1944-11-03T00:00:00",2,1.2
616,"1944-11-02T00:00:00","1944-11-05T00:00:00","1944-11-03T12:00:00",2,2
617,"1944-12-13T00:00:00","1944-12-17T00:00:00","1944-12-15T00:00:00",2,2
618,"1944-12-17T00:00:00","1944-12-18T00:00:00","1944-12-17T12:00:00",2,0.6
619,"1944-12-17T00:00:00","1944-12-20T00:00:00","1944-12-18T12:00:00",2,2
620,"1944-12-16T00:00:00","1944-12-20T00:00:00","1944-12-18T00:00:00",2,2
621,"1944-12-16T00:00:00","1944-12-17T00:00:00","1944-12-16T12:00:00",2,0.6
622,"1944-12-16T00:00:00","1944-12-17T00:00:00","1944-12-16T12:00:00",2,0.6
623,"1944-12-16T00:00:00","1944-12-20T00:00:00","1944-12-18T00:00:00",2,2
624,"1944-12-16T00:00:00","1944-12-19T00:00:00","1944-12-17T12:00:00",2,2
625,"1944-12-16T00:00:00","1944-12-18T00:00:00","1944-12-17T00:00:00",2,1.2
626,"1950-09-16T00:00:00","1950-09-18T00:00:00","1950-09-17T00:00:00",2,0.03
627,"1950-09-18T00:00:00","1950-09-22T00:00:00","1950-09-20T00:00:00",2,2
628,"1950-09-22T00:00:00","1950-09-25T00:00:00","1950-09-23T12:00:00",2,2
629,"1950-09-25T00:00:00","1950-10-01T00:00:00","1950-09-28T00:00:00",2,2
630,"1951-02-07T00:00:00","1951-02-12T00:00:00","1951-02-09T12:00:00",2,2
631,"1951-03-07T00:00:00","1951-03-10T00:00:00","1951-03-08T12:00:00",2,2
632,"1951-04-03T00:00:00","1951-04-06T00:00:00","1951-04-04T12:00:00",2,2
633,"1951-04-20T00:00:00","1951-04-24T00:00:00","1951-04-22T00:00:00",2,2
634,"1951-04-23T00:00:00","1951-04-28T00:00:00","1951-04-25T12:00:00",2,2
635,"1951-06-01T00:00:00","1951-06-03T00:00:00","1951-06-02T00:00:00",2,1.2
636,"1951-06-03T00:00:00","1951-06-05T00:00:00","1951-06-04T00:00:00",2,1.2
637,"1944-05-01T00:00:00","1944-05-02T00:00:00","1944-05-01T12:00:00",2,0.6
638,"1948-06-06T00:00:00","1948-06-11T00:00:00","1948-06-08T12:00:00",2,2
639,"1948-07-09T00:00:00","1948-07-15T00:00:00","1948-07-12T00:00:00",2,2
640,"1948-10-28T00:00:00","1948-10-31T00:00:00","1948-10-29T12:00:00",2,2
641,"1967-06-10T00:00:00","1967-06-11T00:00:00","1967-06-10T12:00:00",2,0.6
642,"1967-06-10T00:00:00","1967-06-11T00:00:00","1967-06-10T12:00:00",2,0.6
643,"1967-06-10T00:00:00","1967-06-11T00:00:00","1967-06-10T12:00:00",2,0.6
644,"1944-05-03T00:00:00","1944-05-05T00:00:00","1944-05-04T00:00:00",2,1.2
645,"1982-06-08T00:00:00","1982-06-11T00:00:00","1982-06-09T12:00:00",2,2
646,"1948-05-13T00:00:00","1948-05-15T00:00:00","1948-05-14T00:00:00",2,1.2
647,"1948-07-14T00:00:00","1948-07-19T00:00:00","1948-07-16T12:00:00",2,2
648,"1948-12-25T00:00:00","1948-12-28T00:00:00","1948-12-26T12:00:00",2,2
649,"1948-12-28T00:00:00","1949-01-07T00:00:00","1949-01-02T00:00:00",2,2
650,"1956-10-30T00:00:00","1956-11-02T00:00:00","1956-10-31T12:00:00",2,2
651,"1956-11-01T00:00:00","1956-11-03T00:00:00","1956-11-02T00:00:00",2,1.2
652,"1956-11-01T00:00:00","1956-11-02T00:00:00","1956-11-01T12:00:00",2,0.6
653,"1956-11-02T00:00:00","1956-11-03T00:00:00","1956-11-02T12:00:00",2,0.0166666666666667
654,"1972-03-30T00:00:00","1972-04-29T00:00:00","1972-04-14T00:00:00",2,2
655,"1948-04-21T00:00:00","1948-05-31T00:00:00","1948-05-11T00:00:00",2,2
656,"1948-07-09T00:00:00","1948-07-14T00:00:00","1948-07-11T12:00:00",2,2
657,"1940-05-10T00:00:00","1940-05-22T00:00:00","1940-05-16T00:00:00",2,2
658,"1940-05-13T00:00:00","1940-05-18T00:00:00","1940-05-15T12:00:00",2,2
659,"1940-05-21T00:00:00","1940-05-23T00:00:00","1940-05-22T00:00:00",2,1.2
660,"1940-06-01T00:00:00","1940-06-02T00:00:00","1940-06-01T12:00:00",2,0.6
